1, none, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
339, none, minecraft:old_growth_birch_forest, CREATURE, betteranimalsplus:boar, 10, 1, 4
340, none, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
341, none, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:fly, 10, 2, 3
342, none, minecraft:old_growth_birch_forest, AMBIENT, alexsmobs:cockroach, 10, 5, 5
343, none, minecraft:old_growth_birch_forest, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
344, none, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
345, none, minecraft:old_growth_birch_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
346, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
347, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
348, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
349, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
350, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
351, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
352, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 5, 1, 4
353, none, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
354, none, minecraft:old_growth_pine_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
355, none, minecraft:old_growth_pine_taiga, MONSTER, quark:stoneling, 80, 1, 1
356, none, minecraft:old_growth_pine_taiga, MONSTER, quark:toretoise, 80, 2, 4
357, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
358, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
359, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
360, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 10, 4, 4
361, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 10, 4, 4
362, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
363, none, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 10, 2, 4
364, none, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
365, none, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
366, none, minecraft:old_growth_pine_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
367, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
368, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
369, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
370, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
371, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
372, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
373, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
374, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
375, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
376, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
377, none, minecraft:old_growth_pine_taiga, CREATURE, betteranimalsplus:moose, 10, 1, 1
378, none, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
379, none, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
380, none, minecraft:old_growth_pine_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
381, none, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
382, none, minecraft:old_growth_pine_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
383, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
384, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
385, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
386, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
387, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
388, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
389, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
390, none, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
391, none, minecraft:old_growth_spruce_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
392, none, minecraft:old_growth_spruce_taiga, MONSTER, quark:stoneling, 80, 1, 1
393, none, minecraft:old_growth_spruce_taiga, MONSTER, quark:toretoise, 80, 2, 4
394, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
395, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
396, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
397, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
398, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
399, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
400, none, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
401, none, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
402, none, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
403, none, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
404, none, minecraft:old_growth_spruce_taiga, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
405, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
406, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
407, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
408, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
409, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
410, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
411, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
412, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
413, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
414, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
415, none, minecraft:old_growth_spruce_taiga, CREATURE, betteranimalsplus:moose, 10, 1, 1
416, none, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
417, none, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
418, none, minecraft:old_growth_spruce_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
419, none, minecraft:old_growth_spruce_taiga, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
420, none, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
421, none, minecraft:old_growth_spruce_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
422, none, minecraft:taiga, MONSTER, minecraft:spider, 80, 4, 4
423, none, minecraft:taiga, MONSTER, minecraft:zombie, 80, 4, 4
424, none, minecraft:taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
425, none, minecraft:taiga, MONSTER, minecraft:skeleton, 80, 4, 4
426, none, minecraft:taiga, MONSTER, minecraft:creeper, 80, 4, 4
427, none, minecraft:taiga, MONSTER, minecraft:slime, 80, 4, 4
428, none, minecraft:taiga, MONSTER, minecraft:enderman, 5, 1, 4
429, none, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
430, none, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
431, none, minecraft:taiga, MONSTER, quark:stoneling, 80, 1, 1
432, none, minecraft:taiga, MONSTER, quark:toretoise, 80, 2, 4
433, none, minecraft:taiga, CREATURE, minecraft:sheep, 12, 4, 4
434, none, minecraft:taiga, CREATURE, minecraft:pig, 10, 4, 4
435, none, minecraft:taiga, CREATURE, minecraft:chicken, 10, 4, 4
436, none, minecraft:taiga, CREATURE, minecraft:cow, 10, 4, 4
437, none, minecraft:taiga, CREATURE, minecraft:wolf, 10, 4, 4
438, none, minecraft:taiga, CREATURE, minecraft:rabbit, 10, 2, 3
439, none, minecraft:taiga, CREATURE, minecraft:fox, 10, 2, 4
440, none, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
441, none, minecraft:taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
442, none, minecraft:taiga, CREATURE, alexsmobs:crow, 10, 3, 5
443, none, minecraft:taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
444, none, minecraft:taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
445, none, minecraft:taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
446, none, minecraft:taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
447, none, minecraft:taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
448, none, minecraft:taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
449, none, minecraft:taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
450, none, minecraft:taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
451, none, minecraft:taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
452, none, minecraft:taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
453, none, minecraft:taiga, AMBIENT, minecraft:bat, 10, 8, 8
454, none, minecraft:taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
455, none, minecraft:taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
456, none, minecraft:taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
457, none, minecraft:taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
458, none, minecraft:snowy_taiga, MONSTER, minecraft:spider, 80, 4, 4
459, none, minecraft:snowy_taiga, MONSTER, minecraft:zombie, 80, 4, 4
460, none, minecraft:snowy_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
461, none, minecraft:snowy_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
462, none, minecraft:snowy_taiga, MONSTER, minecraft:creeper, 80, 4, 4
463, none, minecraft:snowy_taiga, MONSTER, minecraft:slime, 80, 4, 4
464, none, minecraft:snowy_taiga, MONSTER, minecraft:enderman, 5, 1, 4
465, none, minecraft:snowy_taiga, MONSTER, minecraft:witch, 5, 1, 1
466, none, minecraft:snowy_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
467, none, minecraft:snowy_taiga, MONSTER, quark:stoneling, 80, 1, 1
468, none, minecraft:snowy_taiga, MONSTER, quark:toretoise, 80, 2, 4
469, none, minecraft:snowy_taiga, MONSTER, iceandfire:troll, 40, 1, 3
470, none, minecraft:snowy_taiga, CREATURE, minecraft:sheep, 12, 4, 4
471, none, minecraft:snowy_taiga, CREATURE, minecraft:pig, 10, 4, 4
472, none, minecraft:snowy_taiga, CREATURE, minecraft:chicken, 10, 4, 4
473, none, minecraft:snowy_taiga, CREATURE, minecraft:cow, 10, 4, 4
474, none, minecraft:snowy_taiga, CREATURE, minecraft:wolf, 10, 4, 4
475, none, minecraft:snowy_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
476, none, minecraft:snowy_taiga, CREATURE, minecraft:fox, 10, 2, 4
477, none, minecraft:snowy_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
478, none, minecraft:snowy_taiga, CREATURE, alexsmobs:moose, 10, 3, 4
479, none, minecraft:snowy_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
480, none, minecraft:snowy_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
481, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
482, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
483, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
484, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
485, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
486, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
487, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
488, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
489, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
490, none, minecraft:snowy_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
491, none, minecraft:snowy_taiga, AMBIENT, minecraft:bat, 10, 8, 8
492, none, minecraft:snowy_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
493, none, minecraft:snowy_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
494, none, minecraft:snowy_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
495, none, minecraft:snowy_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
496, none, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
497, none, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
498, none, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
499, none, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
500, none, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
501, none, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
502, none, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
503, none, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
504, none, minecraft:savanna, MONSTER, alexsmobs:centipede_head, 10, 1, 1
505, none, minecraft:savanna, MONSTER, quark:stoneling, 80, 1, 1
506, none, minecraft:savanna, MONSTER, quark:toretoise, 80, 2, 4
507, none, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
508, none, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
509, none, minecraft:savanna, CREATURE, minecraft:cow, 10, 4, 4
510, none, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
511, none, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
512, none, minecraft:savanna, CREATURE, alexsmobs:gazelle, 40, 7, 7
513, none, minecraft:savanna, CREATURE, alexsmobs:elephant, 30, 3, 5
514, none, minecraft:savanna, CREATURE, alexsmobs:emu, 20, 2, 5
515, none, minecraft:savanna, CREATURE, alexsmobs:kangaroo, 25, 3, 5
516, none, minecraft:savanna, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
517, none, minecraft:savanna, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
518, none, minecraft:savanna, CREATURE, betteranimalsplus:songbird, 11, 1, 4
519, none, minecraft:savanna, CREATURE, betteranimalsplus:badger, 10, 1, 2
520, none, minecraft:savanna, CREATURE, betteranimalsplus:coyote, 10, 1, 6
521, none, minecraft:savanna, CREATURE, betteranimalsplus:boar, 10, 1, 4
522, none, minecraft:savanna, CREATURE, iceandfire:cockatrice, 4, 1, 2
523, none, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
524, none, minecraft:savanna, AMBIENT, alexsmobs:fly, 10, 2, 3
525, none, minecraft:savanna, AMBIENT, alexsmobs:cockroach, 10, 5, 5
526, none, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
527, none, minecraft:savanna, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
528, none, minecraft:savanna_plateau, MONSTER, minecraft:spider, 80, 4, 4
529, none, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 80, 4, 4
530, none, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
531, none, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
532, none, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 80, 4, 4
533, none, minecraft:savanna_plateau, MONSTER, minecraft:slime, 80, 4, 4
534, none, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 4
535, none, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
536, none, minecraft:savanna_plateau, MONSTER, alexsmobs:centipede_head, 10, 1, 1
537, none, minecraft:savanna_plateau, MONSTER, quark:stoneling, 80, 1, 1
538, none, minecraft:savanna_plateau, MONSTER, quark:toretoise, 80, 2, 4
539, none, minecraft:savanna_plateau, MONSTER, iceandfire:troll, 40, 1, 3
540, none, minecraft:savanna_plateau, CREATURE, minecraft:pig, 10, 4, 4
541, none, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 10, 4, 4
542, none, minecraft:savanna_plateau, CREATURE, minecraft:cow, 10, 4, 4
543, none, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
544, none, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
545, none, minecraft:savanna_plateau, CREATURE, alexsmobs:gazelle, 40, 7, 7
546, none, minecraft:savanna_plateau, CREATURE, alexsmobs:sunbird, 10, 1, 1
547, none, minecraft:savanna_plateau, CREATURE, alexsmobs:elephant, 30, 3, 5
548, none, minecraft:savanna_plateau, CREATURE, alexsmobs:emu, 20, 2, 5
549, none, minecraft:savanna_plateau, CREATURE, alexsmobs:kangaroo, 25, 3, 5
550, none, minecraft:savanna_plateau, CREATURE, alexsmobs:maned_wolf, 10, 1, 1
551, none, minecraft:savanna_plateau, CREATURE, alexsmobs:gelada_monkey, 10, 9, 16
552, none, minecraft:savanna_plateau, CREATURE, quark:shiba, 40, 1, 3
553, none, minecraft:savanna_plateau, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
554, none, minecraft:savanna_plateau, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
555, none, minecraft:savanna_plateau, CREATURE, betteranimalsplus:songbird, 11, 1, 4
556, none, minecraft:savanna_plateau, CREATURE, betteranimalsplus:badger, 10, 1, 2
557, none, minecraft:savanna_plateau, CREATURE, betteranimalsplus:coyote, 10, 1, 6
558, none, minecraft:savanna_plateau, CREATURE, betteranimalsplus:boar, 10, 1, 4
559, none, minecraft:savanna_plateau, CREATURE, iceandfire:hippogryph, 2, 1, 1
560, none, minecraft:savanna_plateau, CREATURE, iceandfire:cockatrice, 4, 1, 2
561, none, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
562, none, minecraft:savanna_plateau, AMBIENT, alexsmobs:fly, 10, 2, 3
563, none, minecraft:savanna_plateau, AMBIENT, alexsmobs:cockroach, 10, 5, 5
564, none, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
565, none, minecraft:savanna_plateau, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
566, none, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
567, none, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
568, none, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
569, none, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
570, none, minecraft:windswept_hills, MONSTER, minecraft:creeper, 80, 4, 4
571, none, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
572, none, minecraft:windswept_hills, MONSTER, minecraft:enderman, 5, 1, 4
573, none, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
574, none, minecraft:windswept_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
575, none, minecraft:windswept_hills, MONSTER, quark:stoneling, 80, 1, 1
576, none, minecraft:windswept_hills, MONSTER, quark:toretoise, 80, 2, 4
577, none, minecraft:windswept_hills, MONSTER, iceandfire:troll, 40, 1, 3
578, none, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
579, none, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
580, none, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
581, none, minecraft:windswept_hills, CREATURE, minecraft:cow, 10, 4, 4
582, none, minecraft:windswept_hills, CREATURE, minecraft:horse, 10, 2, 6
583, none, minecraft:windswept_hills, CREATURE, minecraft:donkey, 10, 1, 3
584, none, minecraft:windswept_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
585, none, minecraft:windswept_hills, CREATURE, iceandfire:hippogryph, 2, 1, 1
586, none, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
587, none, minecraft:windswept_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
588, none, minecraft:windswept_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
589, none, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
590, none, minecraft:windswept_hills, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
591, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
592, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
593, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
594, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
595, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 80, 4, 4
596, none, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
